Institution_ID,Institution,Abbrev,Type,Public,Flagship,URL,Location_ID,Land_Grant,Sea_Grant,Space_Grant,Sun_Grant
61,Carnegie Mellon University,CARNMELLU,National University,No,No,http://www.cmu.edu/,US-PA-PIT,No,No,No,No
62,Texas Tech University,TTECHUNISYS-TTU,National University,Yes,No,http://www.ttu.edu/,US-TX-LBB,No,No,No,No
63,Worcester State University,WORSUNI,Regional University,Yes,No,http://www.worcester.edu/,US-MA-ORH,No,No,No,No
64,William James College,WILLJAMCOL,Medical,No,No,http://www.williamjames.edu/,US-MA-NTN,No,No,No,No
65,University of Kentucky,KYCPOSTED-UK,National University,Yes,Yes,http://www.uky.edu/,US-KY-LEX,Yes,No,No,No
66,Davidson College,DAVIDSON,National Liberal Arts College,No,No,http://www.davidson.edu/,US-NC-DAO,No,No,No,No
67,San Diego State University,CASU-SDSU,National University,Yes,No,http://www.sdsu.edu/,US-CA-SAN,No,No,No,No
68,Albert Einstein College of Medicine,MMC-AECM,Medical,No,No,http://www.einstein.yu.edu/,US-NY-BRX,No,No,No,No
69,Texas A&M University,TAMUS-TAMU,National University,Yes,Yes,http://www.tamu.edu/,US-TX-CLL,Yes,Yes,Yes,No
70,University of Bern,UNIBERN,National University,Yes,No,http://www.unibe.ch/index_eng.html,CH-BE-BRN,No,No,No,No
71,St. John's University,STJOHNSUNI,National University,No,No,http://www.stjohns.edu/,US-NY-QUE,No,No,No,No
72,University of Edinburgh,UNIEDIN,National University,Yes,No,http://www.ed.ac.uk/,GB-SCT-EDI,No,No,No,No
73,University of Houston,UHSYS-UH,National University,Yes,No,http://www.uh.edu/,US-TX-HOU,No,No,No,No
74,University of Mumbai,UMUMBAI,National University,Yes,No,http://www.mu.ac.in/,IN-MH-MUM,No,No,No,No
75,Zhejiang University,ZHEJIANGU,National University,Yes,No,http://www.zju.edu.cn/english/,CN-33-HAZ,No,No,No,No
76,Yanbian University,YANBIANU,National University,Yes,No,http://www.csc.edu.cn/studyinchina/universitydetailen.aspx?collegeId=196,CN-22-YAN,No,No,No,No
77,Huazhong Agricultural University,HUAZAGU,National University,Yes,No,http://www.hzau.edu.cn/en/,CN-42-NHN,No,No,No,No
78,Bombay College of Pharmacy,BOMBAYU,Medical,Yes,No,http://www.bcp.edu.in/,IN-MH-MUM,No,No,No,No
79,Michigan State University,MSUBT-MSU,National University,Yes,Yes,https://msu.edu/,US-MI-EQ4,Yes,Yes,No,No
80,Emerson College,EMERCOL,Regional University,No,No,http://www.emerson.edu/,US-MA-BOS,No,No,No,No
81,Rajiv Gandhi University,RAJGANUNI,National University,Yes,No,http://www.rguhs.ac.in/,IN-AR-ROH,No,No,No,No
82,St. John's College,STJOHNSCOL,National Liberal Arts College,No,No,http://www.sjc.edu/,US-MD-ANP,No,No,No,No
83,Icahn Mount Sinai School of Medicine,MTSHS-IMSSM,Medical,No,No,http://icahn.mssm.edu/,US-NY-NYC,No,No,No,No
84,Saviribai Phule Pune University,SAVPPU,National University,Yes,No,http://www.unipune.ac.in/,IN-MH-PNQ,No,No,No,No
85,Andhra University,ANDHRAU,National University,Yes,No,http://www.andhrauniversity.edu.in/,IN-AP-VTZ,No,No,No,No
86,Clark University,CLARKUNI,National University,No,No,http://www.clarku.edu/,US-MA-ORH,No,No,No,No
87,Alderson-Broaddus College,ALDBROCOL,Regional University,No,No,http://ab.edu/,US-WV-PPI,No,No,No,No
88,American University of Antigua,AMUNIANT,Regional University,No,No,https://www.auamed.org/,AG-04-STJ,No,No,No,No
89,University of Massachusetts Amherst,UMASSSYS-UMASS,National University,Yes,Yes,http://www.umass.edu/,US-MA-YAM,Yes,No,No,No
90,University of Massachusetts Dartmouth,UMASSSYS-UMASSD,Regional University,Yes,No,http://www.umassd.edu/,US-MA-DQT,No,No,No,No
91,University of Massachusetts Boston,UMASSSYS-UMASB,National University,Yes,No,https://www.umb.edu/,US-MA-BOS,No,No,No,No
92,University of Massachusetts Lowell,UMASSSYS-UMASD,National University,Yes,No,http://www.uml.edu/,US-MA-LOE,No,No,No,No
93,University of Vermont,UVMBT-UVM,National University,Yes,Yes,http://www.uvm.edu/,US-VT-BTV,No,No,No,No
94,University of New Haven,UNH,Regional University,No,No,http://www.newhaven.edu/,US-NH-WHA,No,No,No,No
95,Hunter College,CUNY-HUNTERCOL,Regional University,Yes,No,http://www.hunter.cuny.edu/,US-NY-MAN,No,No,No,No
96,Bronx Community College,CUNY-BRONXCC,Community College,Yes,No,http://www.bcc.cuny.edu/,US-NY-BRX,No,No,No,No
97,Suffolk University,SUFFOLKUNI,Regional University,No,No,http://www.suffolk.edu/,US-MA-BOS,No,No,No,No
98,Shiraz University,SHIRAZUNI,National University,Yes,No,http://shirazu.ac.ir/en/,IR-14-SHI,No,No,No,No
99,University of Auckland,UNIAUCK,National University,Yes,No,https://www.auckland.ac.nz/,NZ-AUK-AUK,No,No,No,No
100,Fudan University,FUDANUNI,National University,Yes,No,http://www.fudan.edu.cn/en/,CN-31-SGH,No,No,No,No
101,Shandong University,SHANUNI,National University,Yes,No,http://en.sdu.edu.cn/,CN-37-JNA,No,No,No,No
102,Ludwig Maximillian University of Munich,LUDMAXUNIMUN,National University,Yes,No,https://www.en.uni-muenchen.de/,DE-BY-MUN,No,No,No,No
103,Hamdard University,HAMDARDU,National University,No,No,http://hamdard.edu.pk/,PK-SD-KHI,No,No,No,No
104,Chaudhary Charan Singh University,CCSINGHUNI,National University,Yes,No,http://www.ccsuniversity.ac.in/default.htm,IN-UP-MER,No,No,No,No
105,Universidad Autonoma de Guadalajara,AUTONOMA,Medical,No,No,http://www.uag.edu/,MX-JAL-GDL,No,No,No,No
106,University of Delaware,UDELA,National University,No,No,http://www.udel.edu/,US-DE-NWK,Yes,Yes,Yes,No
107,New England College of Optometry,NECO,Medical,No,No,http://www.neco.edu/,US-MA-BOS,No,No,No,No
108,University of Southern California,CAL-USC,National University,No,No,http://www.usc.edu/,US-CA-LAX,No,Yes,No,No
109,New England Law | Boston,NESL,Law,No,No,http://www.nesl.edu/,US-MA-BOS,No,No,No,No
110,University of Cincinnati,USOH-UCINC,National University,Yes,No,http://www.uc.edu/,US-OH-CVG,No,No,Yes,No
111,The Ohio State University,USOH-TOSU,National University,Yes,Yes,https://www.osu.edu/,US-OH-CMH,Yes,Yes,Yes,No
112,University of Akron,USOH-UAKRON,National University,Yes,No,https://www.uakron.edu/,US-OH-AKH,No,No,No,No
113,Cleveland State University,USOH-CSU,National University,Yes,No,http://www.csuohio.edu/,US-OH-CLE,No,No,No,No
114,Clemson University,CUBT-CLEMSON,National University,Yes,No,http://www.clemson.edu/,US-SC-CEU,Yes,Yes,No,No
115,Temple University,CWSHE-TEMPLE,National University,No,No,http://www.temple.edu/,US-PA-PHL,No,No,No,No
116,University of Pittsburgh,CWSHE-PITT,National University,No,No,http://www.pitt.edu/,US-PA-PIT,No,No,No,No
117,Pennsylvania State University,CWSHE-PENNSTATE,National University,No,No,http://www.psu.edu/,US-PA-UK7,Yes,Yes,No,No
118,Lincoln University,CWSHE-LINUNI,National University,No,No,http://www.lincoln.edu/,US-PA-CHC,No,No,No,No
119,Wake Forest University,WAKEFORU,National University,No,No,http://www.wfu.edu/,US-NC-WIS,No,No,No,No
120,DeVry University,DV-DVU,For-Profit University,No,No,http://www.devry.edu/,US-IL-UFO,No,No,No,No
121,American University of the Caribbean,DEVRY-AUC,Regional University,No,No,http://www.aucmed.edu/admissions/apply-to-auc/admissions-requirements.aspx,NL-SX-CUP,No,No,No,No
122,University of Alabama in Birmingham,UASYS-UAB,National University,Yes,No,http://www.uab.edu/,US-AL-BHM,No,No,No,No
123,University of Alabama,UASYS-BAMA,National University,Yes,Yes,http://www.ua.edu/,US-AL-TCL,No,Yes,Yes,No
124,University of Alabama in Huntsville,UASYS-UAH,National University,Yes,No,http://www.uab.edu/,US-AL-HSV,No,No,Yes,No
125,University of Hawaii at Manoa,UHSYS-UHM,National University,Yes,Yes,http://www.hawaii.edu/,US-HI-HNL,Yes,Yes,No,No
126,Fordham University,FORDHAMU,National University,No,No,http://www.fordham.edu/,US-NY-NYC,No,No,No,No
127,University of Wisconsin - Madison,UWS-WISC,National University,Yes,No,http://www.wisc.edu/,US-WI-MSN,Yes,Yes,No,No
128,MGH Institute of Health Professions,PARTHC-MGHIHP,Medical,No,No,http://www.mghihp.edu/,US-MA-BOS,No,No,No,No
129,Tulane University,BATEF-TU,National University,No,No,https://tulane.edu/,US-LA-MSY,No,No,No,No
130,University of Dundee,UNIDUNDEE,National University,Yes,No,http://www.dundee.ac.uk/,GB-SCT-DUN,No,No,No,No
131,University of Milan,UNIMILAN,National University,Yes,No,http://www.unimi.it/ENG/,IT-25-MIL,No,No,No,No
132,Colgate University,COLGATEU,National Liberal Arts College,No,No,http://www.colgate.edu/,US-NY-HJK,No,No,No,No
133,Simon Fraser University,SFUNI,Regional University,Yes,No,http://www.sfu.ca/,CA-BC-BUR,No,No,No,No
134,Kent State University,KSBT-KSU,National University,Yes,No,http://www.kent.edu/,US-OH-KTO,No,No,No,No
135,St. John's Seminary Theological Institute for New Evangelization,STJOHNSSTINE,Seminary,No,No,https://www.theologicalinstitute.org/,US-MA-BOS,No,No,No,No
136,College of William & Mary,BV-WM,National University,Yes,No,http://www.wm.edu/,US-VA-WLG,No,No,No,No
137,Regis College,REGISC,Regional University,No,No,http://www.regiscollege.edu/,US-MA-WS4,No,No,No,No
138,Interamerican University of Puerto Rico,IUPR,Regional University,No,No,http://www.inter.edu/,US-PR-SGE,No,No,No,No
139,"University of California, San Diego",UCALSYS-UCSD,National University,Yes,No,http://www.ucsd.edu/,US-CA-SAN,No,Yes,Yes,No
140,"University of California, Los Angeles",UCALSYS-UCLA,National University,Yes,No,http://www.ucla.edu/,US-CA-LAX,Yes,No,No,No
141,"University of California, Berkeley",UCALSYS-CAL,National University,Yes,Yes,http://www.berkeley.edu/,US-CA-JBK,Yes,No,No,No
142,"University of California, Davis",UCALSYS-UCDAVIS,National University,Yes,No,http://www.ucdavis.edu/,US-CA-DAS,Yes,No,Yes,No
143,"University of California, Irvine",UCALSYS-UCI,National University,Yes,No,http://www.uci.edu/,US-CA-IVN,Yes,No,No,No
144,"University of California, San Francisco",UCALSYS-UCSF,National University,Yes,No,http://www.ucsf.edu/,US-CA-SFO,No,No,No,No
145,Virginia Commonwealth University,VCUBV-VCU,National University,Yes,No,http://www.vcu.edu/,US-VA-RIC,No,No,No,No
146,St. Joseph's University,STJOSUNI,Regional University,No,No,http://www.sju.edu/,US-PA-PHL,No,No,No,No
147,Rutgers University,RUTGERS,National University,Yes,No,http://www.rutgers.edu/,US-NJ-NBJ,Yes,Yes,No,No
148,University of Idaho,IDBE-UID,National University,Yes,Yes,https://www.uidaho.edu/,US-ID-MJL,Yes,No,Yes,No
149,St. Anselm College,STANSELM,National Liberal Arts College,No,No,http://www.anselm.edu/,GB-ENG-MAH,No,No,No,No
150,University of Maine,UMESYS-UM,National University,Yes,Yes,https://umaine.edu/,US-ME-2OR,No,No,No,No
151,Touro College,TOURO-COL,Regional University,No,No,https://www.touro.edu/,US-NY-NYC,No,No,No,No
152,Touro University-California,TOURO-UNICAL,Medical,No,No,http://www.tu.edu/,US-CA-VLO,No,No,No,No
153,Touro College of Osteopathic Medicine,TOURO-COM,Medical,No,No,https://tourocom.touro.edu/,MAN-HARLEM,No,No,No,No
154,New York Medical College,TOURO-NYMC,Medical,No,No,http://www.nymc.edu/,US-NY-VHH,No,No,No,No
155,University College London,UNICOLLON,National University,Yes,No,https://www.ucl.ac.uk/,GB-ENG-LON,No,No,No,No
156,Ross University School of Medicine,ROSS-MED,Medical,No,No,http://medical.rossu.edu/medical-school/,DM-SJ-PTM,No,No,No,No
157,St. Georges University School of Medicine,STGEORGE-MED,Medical,No,No,http://www.sgu.edu/,GD-03-STG,No,No,No,No
